country,F_population,M_population,F_population_suicides_no,M_population_suicides_no
"Slovenia, 1989",967200,904100,161,515
"Slovenia, 1990",970500,907900,130,423
"Slovenia, 1991",971700,909800,145,501
"Slovenia, 1992",972900,909600,148,439
"Slovenia, 1993",973500,910000,133,481
"Slovenia, 1994",975200,911800,141,480
"Slovenia, 1995",973900,910100,129,435
"Slovenia, 1996",974500,918600,142,465
"Slovenia, 1997",974000,909900,120,473
"Slovenia, 1998",972400,907900,135,477
"Slovenia, 1999",974300,910100,137,453
"Slovenia, 2000",975403,911080,155,433
"Slovenia, 2001",974345,926985,122,459
"Slovenia, 2002",976286,929838,107,433
"Slovenia, 2003",976221,931368,122,440
"Slovenia, 2004",976625,931237,142,370
"Slovenia, 2005",977593,934224,112,391
"Slovenia, 2006",978933,939637,114,415
"Slovenia, 2007",979458,947874,99,335
"Slovenia, 2008",980441,963317,84,324
"Slovenia, 2009",981693,960344,97,350
"Slovenia, 2010",983739,961035,78,336
"Slovenia, 2011",984622,959939,88,347
"Slovenia, 2012",985250,960738,80,360
"Slovenia, 2013",985655,962621,86,360
"Slovenia, 2014",986944,964842,63,325
"Slovenia, 2015",987883,966749,90,332
"South Africa, 1996",19296055,18477597,30,113
"South Africa, 1997",19686467,18841690,22,82
"South Africa, 1998",20048202,19184266,43,137
"South Africa, 1999",20393555,19514005,60,219
"South Africa, 2000",20731442,19837117,58,209
"South Africa, 2001",21046569,20139030,72,312
"South Africa, 2002",21361826,20442042,47,189
"South Africa, 2003",21673133,20742176,63,193
"South Africa, 2004",21973196,21032678,89,294
"South Africa, 2005",22257264,21308843,101,357
"South Africa, 2006",22517350,21561707,97,417
"South Africa, 2007",22769226,21808209,104,313
"South Africa, 2008",22662242,21018344,95,346
"South Africa, 2009",23288943,22318105,92,280
"South Africa, 2010",23577107,22599093,94,299
"South Africa, 2011",23897318,22909421,75,283
"South Africa, 2012",24241678,23242578,114,373
"South Africa, 2013",24602669,23590030,120,467
"South Africa, 2014",24970786,23941343,121,459
"South Africa, 2015",25338753,24288707,105,377
"Spain, 1980",17605400,16813500,415,1237
"Spain, 1981",17756300,16970700,450,1268
"Spain, 1982",17906800,17128000,515,1336
"Spain, 1983",18104300,17329700,588,1593
"Spain, 1984",18249800,17482000,657,1836
"Spain, 1985",18380000,17617000,685,1829
"Spain, 1986",18489400,17733600,723,2032
"Spain, 1987",18612700,17813000,787,2017
"Spain, 1988",18696400,17900900,810,2150
"Spain, 1989",18766000,17974400,774,2213
"Spain, 1990",18825000,18036400,804,2135
"Spain, 1991",18872000,18086100,777,2139
"Spain, 1992",18935800,18065100,682,2104
"Spain, 1993",18995700,18126400,754,2283
"Spain, 1994",19041000,18162100,742,2429
"Spain, 1995",19083300,18192000,749,2408
"Spain, 1996",19122600,18218600,869,2451
"Spain, 1997",19160500,18244500,847,2526
"Spain, 1998",19193600,18265300,762,2499
"Spain, 1999",19351271,18438000,809,2411
"Spain, 2000",19602555,18717441,819,2575
"Spain, 2001",19789110,18924394,759,2430
"Spain, 2002",20088190,19252421,817,2555
"Spain, 2003",20378624,19568932,828,2650
"Spain, 2004",20666649,19889174,857,2651
"Spain, 2005",20961365,20234114,829,2570
"Spain, 2006",21246472,20562376,735,2512
"Spain, 2007",21589534,20957793,801,2463
"Spain, 2008",21918737,21280747,781,2676
"Spain, 2009",22074278,21415808,763,2666
"Spain, 2010",22173179,21422177,690,2468
"Spain, 2011",22237512,21405059,745,2435
"Spain, 2012",22526383,21792476,815,2724
"Spain, 2013",22514212,21713413,960,2913
"Spain, 2014",22509438,21663333,973,2938
"Spain, 2015",22531779,21654749,923,2681
"Sri Lanka, 1980",6211000,6599000,1410,2859
"Sri Lanka, 1981",6322000,6718000,1509,2892
"Sri Lanka, 1982",6521000,6774000,1641,3435
"Sri Lanka, 1983",6616000,6872000,1807,3784
"Sri Lanka, 1984",6696000,6956000,1829,3940
"Sri Lanka, 1985",6796000,7061000,1730,3938
"Sri Lanka, 1986",6916800,7184600,1491,3854
"Sri Lanka, 1996",8310124,8344303,1170,3728
"Sri Lanka, 1997",8382060,8393349,1497,4390
"Sri Lanka, 1998",8456381,8441310,1312,4206
"Sri Lanka, 1999",8532684,8487603,1348,4271
"Sri Lanka, 2000",8609576,8530766,1293,3959
"Sri Lanka, 2001",8693121,8573840,1008,3582
"Sri Lanka, 2002",8779218,8616737,917,3465
"Sri Lanka, 2003",8866412,8658184,934,3533
"Sri Lanka, 2006",9123926,8767632,898,3117
"Suriname, 1979",157045,159344,23,26
"Suriname, 1980",157579,160352,19,39
"Suriname, 1981",158192,161498,19,33
"Suriname, 1982",159100,151100,22,42
"Suriname, 1984",161800,156900,24,79
"Suriname, 1985",163900,158800,22,58
"Suriname, 1986",160772,165522,12,30
"Suriname, 1987",163634,168379,12,40
"Suriname, 1988",167423,172188,17,32
"Suriname, 1989",171468,176255,12,41
"Suriname, 1990",176700,172000,4,22
"Suriname, 1991",179073,184006,22,35
"Suriname, 1992",182591,187603,13,35
"Suriname, 1995",192341,197073,13,42
"Suriname, 1996",195701,200104,4,17
"Suriname, 1997",198954,202860,11,21
"Suriname, 1998",202121,205485,8,21
"Suriname, 1999",205210,208093,15,34
"Suriname, 2000",208253,210748,14,38
"Suriname, 2001",211264,213251,16,56
"Suriname, 2002",214177,215999,21,48
"Suriname, 2003",217046,218900,19,58
"Suriname, 2004",219901,221816,18,49
"Suriname, 2005",222780,224665,12,60
"Suriname, 2006",225701,227592,28,84
"Suriname, 2007",228649,230437,32,87
"Suriname, 2008",231597,233192,34,113
"Suriname, 2009",234523,235925,32,99
"Suriname, 2010",237400,238652,42,94
"Suriname, 2011",240208,241313,32,95
"Suriname, 2012",242989,243975,33,100
"Suriname, 2013",245744,246615,34,97
"Suriname, 2014",248469,249232,36,92
"Sweden, 1987",4015200,3893800,464,1077
"Sweden, 1988",4026300,3904600,492,1098
"Sweden, 1989",4042100,3922700,457,1122
"Sweden, 1990",4061500,3944200,451,1020
"Sweden, 1991",4079500,3961600,447,1036
"Sweden, 1992",4096100,3977100,419,936
"Sweden, 1993",4115900,3996600,417,956
"Sweden, 1994",4146600,4027500,395,929
"Sweden, 1995",4176400,4056600,412,936
"Sweden, 1996",4196800,4077500,381,872
"Sweden, 1997",4214400,4096900,344,857
"Sweden, 1998",4231000,4115300,349,882
"Sweden, 1999",4246207,4131806,358,862
"Sweden, 2000",4260153,4148855,329,802
"Sweden, 2001",4273200,4166117,364,833
"Sweden, 2002",4283964,4181864,318,862
"Sweden, 2003",4293850,4196689,336,776
"Sweden, 2004",4303897,4210417,321,834
"Sweden, 2005",4314133,4224491,384,835
"Sweden, 2006",4329710,4246334,380,817
"Sweden, 2007",4351663,4277496,325,801
"Sweden, 2008",4377474,4311030,315,855
"Sweden, 2009",4408461,4347461,354,888
"Sweden, 2010",4438872,4384253,303,838
"Sweden, 2011",4466379,4418265,323,789
"Sweden, 2012",4495707,4453202,335,819
"Sweden, 2013",4530056,4494025,368,862
"Sweden, 2014",4570064,4544460,363,785
"Sweden, 2015",4570064,4544460,331,851
"Sweden, 2016",4633066,4620777,351,784
"Switzerland, 1995",3396100,3221400,401,1018
"Switzerland, 1996",3414300,3237900,422,1010
"Switzerland, 1997",3426100,3249100,378,963
"Switzerland, 1998",3447081,3278086,362,1009
"Switzerland, 1999",3465659,3298669,367,929
"Switzerland, 2000",3487596,3321993,399,981
"Switzerland, 2001",3514380,3351462,393,945
"Switzerland, 2002",3558170,3383840,466,980
"Switzerland, 2003",3571180,3398113,421,848
"Switzerland, 2004",3596578,3426588,427,857
"Switzerland, 2005",3619179,3452812,400,899
"Switzerland, 2006",3640457,3478020,446,863
"Switzerland, 2007",3669293,3514302,440,920
"Switzerland, 2008",3709628,3565247,453,861
"Switzerland, 2009",3751080,3613478,278,827
"Switzerland, 2010",3786680,3652467,282,724
"Switzerland, 2011",3820858,3697182,277,757
"Switzerland, 2012",3856535,3739056,286,752
"Switzerland, 2013",3895886,3785432,285,786
"Switzerland, 2014",3956424,3853197,276,756
"Switzerland, 2015",3994995,3897507,280,793
"TFYR Macedonia, 1991",874600,878100,49,96
"TFYR Macedonia, 1992",882000,883200,52,92
"TFYR Macedonia, 1993",889300,888700,55,95
"TFYR Macedonia, 1994",897500,895700,48,80
"TFYR Macedonia, 1995",907400,905300,45,86
"TFYR Macedonia, 1996",916500,913900,43,103
"TFYR Macedonia, 1997",924600,921600,40,115
"TFYR Macedonia, 1998",930400,927600,56,97
"TFYR Macedonia, 1999",937600,934700,53,117
"TFYR Macedonia, 2000",945400,942200,46,104
"TFYR Macedonia, 2001",952804,949607,39,113
"TFYR Macedonia, 2002",945126,950171,50,99
"TFYR Macedonia, 2003",949897,954226,40,97
"TFYR Macedonia, 2004",953939,957800,57,122
"TFYR Macedonia, 2005",957524,960947,41,102
"TFYR Macedonia, 2006",960909,963771,42,124
"TFYR Macedonia, 2007",963525,965903,45,114
"TFYR Macedonia, 2008",965682,967722,45,116
"TFYR Macedonia, 2009",967820,969584,42,125
"TFYR Macedonia, 2010",969707,970918,35,87
"TFYR Macedonia, 2011",971322,971771,32,96
"TFYR Macedonia, 2012",972462,972592,52,120
"TFYR Macedonia, 2013",973856,973686,34,136
"Thailand, 1979",20107203,20085471,1475,1572
"Thailand, 1980",19841800,19556800,1665,1743
"Thailand, 1981",21156693,21097957,1629,1776
"Thailand, 1982",21681132,21586561,1509,1682
"Thailand, 1983",22209078,22066664,1506,1699
"Thailand, 1984",22743629,22543115,1282,1704
"Thailand, 1985",23285054,23018389,1240,1742
"Thailand, 1986",23841527,23489938,1024,1774
"Thailand, 1987",24409420,23966990,1180,1855
"Thailand, 1990",25932044,25296624,1314,2439
"Thailand, 1991",26287812,25659881,1157,2402
"Thailand, 1992",26582371,25988069,1191,2359
"Thailand, 1994",26378000,26313000,695,1612
"Thailand, 1995",27441743,26924314,1145,3100
"Thailand, 1996",27816089,27254614,1143,3300
"Thailand, 1997",28246149,27612939,954,3196
"Thailand, 1998",28707308,27984475,1121,3842
"Thailand, 1999",29161427,28346433,1208,4068
"Thailand, 2000",29580042,28682093,1149,4033
"Thailand, 2002",29453150,28810239,1190,3712
"Thailand, 2003",30619866,29539085,1059,3425
"Thailand, 2004",30909512,29776861,1043,3253
"Thailand, 2005",31184149,29998516,907,3030
"Thailand, 2006",31435975,30200537,756,2852
"Thailand, 2007",29946314,28995307,811,2943
"Thailand, 2008",30100847,29115926,872,2906
"Thailand, 2009",30258323,29225395,861,2926
"Thailand, 2010",30424716,29345048,848,2913
"Thailand, 2011",30688903,29572929,888,2985
"Thailand, 2012",30769360,29612895,930,3055
"Thailand, 2013",30979931,29786556,856,3105
"Thailand, 2014",31183748,29956171,878,3074
"Thailand, 2015",31268178,29993098,839,3366
"Thailand, 2016",31331723,30002005,848,3283
"Trinidad and Tobago, 1979",474200,465091,17,38
"Trinidad and Tobago, 1980",483000,502000,9,34
"Trinidad and Tobago, 1981",490700,509800,16,42
"Trinidad and Tobago, 1982",499700,516700,21,57
"Trinidad and Tobago, 1983",506000,528000,28,71
"Trinidad and Tobago, 1984",516200,511400,19,56
"Trinidad and Tobago, 1985",508000,500000,5,24
"Trinidad and Tobago, 1986",533300,528300,35,69
"Trinidad and Tobago, 1987",541700,536600,27,92
"Trinidad and Tobago, 1988",550300,545300,46,118
"Trinidad and Tobago, 1989",541000,529000,41,132
"Trinidad and Tobago, 1990",551500,537000,45,125
"Trinidad and Tobago, 1991",558000,544000,30,118
"Trinidad and Tobago, 1992",526900,605700,26,137
"Trinidad and Tobago, 1993",535700,612600,26,148
"Trinidad and Tobago, 1994",544300,618600,30,118
"Trinidad and Tobago, 1995",577998,571175,39,145
"Trinidad and Tobago, 1996",581559,574626,35,111
"Trinidad and Tobago, 1997",584665,577602,31,129
"Trinidad and Tobago, 1998",587596,580328,30,141
"Trinidad and Tobago, 1999",590439,582837,30,109
"Trinidad and Tobago, 2000",593228,585135,32,134
"Trinidad and Tobago, 2001",596119,587235,38,141
"Trinidad and Tobago, 2002",599290,589510,27,129
"Trinidad and Tobago, 2003",602598,591860,35,109
"Trinidad and Tobago, 2004",605878,594238,25,143
"Trinidad and Tobago, 2005",608955,596516,26,110
"Trinidad and Tobago, 2006",611168,598133,26,115
"Trinidad and Tobago, 2007",613755,600233,20,111
"Trinidad and Tobago, 2008",616645,602691,36,163
"Trinidad and Tobago, 2009",619756,605341,21,107
"Trinidad and Tobago, 2010",622993,608009,31,129
"Trinidad and Tobago, 2011",626442,610744,27,112
"Turkey, 2009",32902351,33060068,249,801
"Turkey, 2010",33389426,33585705,376,1148
"Turkey, 2011",33924914,34109443,298,850
"Turkey, 2012",34415281,34561158,378,1072
"Turkey, 2013",34884243,34996109,463,1347
"Turkey, 2014",35412165,35519255,408,1209
"Turkey, 2015",35886425,35994039,397,1135
"Turkmenistan, 1981",1271400,1217500,75,185
"Turkmenistan, 1982",1303700,1247700,76,149
"Turkmenistan, 1985",1394800,1333400,69,174
"Turkmenistan, 1986",1426400,1365600,98,194
"Turkmenistan, 1987",1459300,1399800,97,175
"Turkmenistan, 1988",1492900,1433400,84,186
"Turkmenistan, 1989",1529300,1469700,82,171
"Turkmenistan, 1990",1569800,1510000,82,216
"Turkmenistan, 1991",1610400,1552100,87,186
"Turkmenistan, 1992",1654000,1598900,80,191
"Turkmenistan, 1993",1658100,1673000,67,173
"Turkmenistan, 1994",1700100,1723000,69,165
"Turkmenistan, 1995",1935700,1882500,52,192
"Turkmenistan, 1996",1981700,1931300,53,230
"Turkmenistan, 1997",2026700,1979700,72,261
"Turkmenistan, 1998",2072300,2026900,83,322
"Turkmenistan, 1999",2017050,1941704,100,342
"Turkmenistan, 2000",2051375,1975103,76,307
"Turkmenistan, 2001",2086627,2009354,78,367
"Turkmenistan, 2002",2111140,2032552,80,336
"Turkmenistan, 2003",2128938,2048802,82,295
"Turkmenistan, 2004",2146380,2064620,93,299
"Turkmenistan, 2005",2167909,2084621,94,374
"Turkmenistan, 2006",2186231,2101419,114,392
"Turkmenistan, 2007",2214416,2128241,85,269
"Turkmenistan, 2008",2249752,2162383,114,370
"Turkmenistan, 2009",2286479,2197988,40,125
"Turkmenistan, 2010",2320401,2230784,47,131
"Turkmenistan, 2011",2358391,2267704,39,91
"Turkmenistan, 2012",2390910,2299148,33,105
"Turkmenistan, 2013",2420476,2327579,28,73
"Turkmenistan, 2014",2452633,2358594,44,92
"Turkmenistan, 2015",2490877,2395637,41,92
"Ukraine, 1981",25438200,21107600,2529,9354
"Ukraine, 1982",25505100,21218000,2655,9873
"Ukraine, 1985",25655900,21471700,2516,8823
"Ukraine, 1986",25696500,21547100,2532,6938
"Ukraine, 1987",25741900,21632300,2593,7457
"Ukraine, 1988",25807000,21742900,2508,7243
"Ukraine, 1989",25884400,21877300,2591,8296
"Ukraine, 1990",25960000,22011600,2416,8229
"Ukraine, 1991",26050900,22149700,2362,8338
"Ukraine, 1992",26171100,22316200,2538,9128
"Ukraine, 1993",26245700,22434800,2605,9864
"Ukraine, 1994",26191400,22427600,2763,11063
"Ukraine, 1995",26066700,22348600,2632,11909
"Ukraine, 1996",25927700,22246800,2665,12495
"Ukraine, 1997",25784300,22138700,2793,12110
"Ukraine, 1998",25641300,22034100,2841,11948
"Ukraine, 1999",25494200,21921200,2637,11726
"Ukraine, 2000",25339100,21786300,2633,11834
"Ukraine, 2001",25172186,21633783,2192,10939
"Ukraine, 2002",24856935,21203082,2169,10367
"Ukraine, 2003",24672581,21024802,2150,10163
"Ukraine, 2004",24484767,20838059,1865,9391
"Ukraine, 2005",24296544,20642726,1761,8860
"Ukraine, 2006",24108319,20451715,1713,8300
"Ukraine, 2007",23927212,20271460,1629,8403
"Ukraine, 2008",23756662,20099461,1675,7779
"Ukraine, 2009",23602854,19955090,1724,7991
"Ukraine, 2010",23458981,19837828,1579,7510
"Ukraine, 2011",23332548,19742243,1664,7309
"Ukraine, 2012",23233556,19682379,1697,7361
"Ukraine, 2014",21868249,18595916,1556,6412
"Ukraine, 2015",21793215,18552231,1426,6148
"United Arab Emirates, 2005",1216201,3064232,16,80
"United Arab Emirates, 2006",1338696,3585183,14,76
"United Arab Emirates, 2007",1481599,4213790,13,88
"United Arab Emirates, 2008",1632536,4877822,18,82
"United Arab Emirates, 2009",1775072,5477408,15,109
"United Arab Emirates, 2010",1898035,5941701,22,89
"United Kingdom, 1979",27032200,25463600,1855,2910
"United Kingdom, 1980",27056500,25477300,1915,3002
"United Kingdom, 1981",27260950,25598542,1857,3168
"United Kingdom, 1982",27211353,25583789,1731,3202
"United Kingdom, 1983",27192895,25576818,1683,3243
"United Kingdom, 1984",27226903,25637935,1651,3292
"United Kingdom, 1985",27292029,25714506,1684,3421
"United Kingdom, 1986",27351929,25767604,1448,3391
"United Kingdom, 1987",27406754,25832914,1331,3263
"United Kingdom, 1988",27435471,25875309,1360,3611
"United Kingdom, 1989",27486548,25938581,1127,3234
"United Kingdom, 1990",27535763,26022091,1119,3524
"United Kingdom, 1991",27674819,26228608,1053,3494
"United Kingdom, 1992",27744245,26332113,1071,3557
"United Kingdom, 1993",27827405,26456577,1029,3433
"United Kingdom, 1994",27918777,26578516,990,3390
"United Kingdom, 1995",28014424,26732540,961,3354
"United Kingdom, 1996",28118898,26893309,980,3185
"United Kingdom, 1997",28218411,27048224,946,3197
"United Kingdom, 1998",28324306,27203073,982,3407
"United Kingdom, 1999",28439610,27393729,1005,3443
"United Kingdom, 2000",28557264,27576645,979,3311
"United Kingdom, 2001",28544164,27027829,929,3199
"United Kingdom, 2002",28690474,27218470,953,3164
"United Kingdom, 2003",28796142,27375629,929,3050
"United Kingdom, 2004",28915131,27539880,1021,3162
"United Kingdom, 2005",29068040,27740984,993,3054
"United Kingdom, 2006",29187366,27903763,936,3186
"United Kingdom, 2007",29307583,28075174,872,3025
"United Kingdom, 2008",29427158,28256214,959,3300
"United Kingdom, 2009",29573853,28439706,933,3313
"United Kingdom, 2010",29737559,28665970,963,3225
"United Kingdom, 2011",29943397,28938455,960,3433
"United Kingdom, 2012",30438805,29269825,932,3512
"United Kingdom, 2013",30614413,29477380,993,3831
"United Kingdom, 2014",30839100,29731382,1071,3717
"United Kingdom, 2015",31072226,30010716,1178,3732
"United States of America, 1979",107588000,100916000,6948,20241
"United States of America, 1980",108764000,101981000,6363,20489
"United States of America, 1981",109628000,102778000,6783,20791
"United States of America, 1982",110550500,103611500,6615,21611
"United States of America, 1983",111716000,104707000,6508,21772
"United States of America, 1984",112742000,105893000,6595,22672
"United States of America, 1985",113781000,106942000,6308,23138
"United States of America, 1986",114865000,108088000,6677,24215
"United States of America, 1987",115958000,109190000,6522,24261
"United States of America, 1988",117061000,110292000,6327,24061
"United States of America, 1989",118104000,111383000,6128,24090
"United States of America, 1990",118311900,111640300,6179,24716
"United States of America, 1991",119813000,113142000,6038,24752
"United States of America, 1992",121065900,114499700,6023,24448
"United States of America, 1993",122367300,115725000,6092,24992
"United States of America, 1994",123632000,116982100,5966,25157
"United States of America, 1995",124875600,118288600,5914,25358
"United States of America, 1996",126055200,119942600,5899,24980
"United States of America, 1997",127269600,121216800,6041,24476
"United States of America, 1998",128982300,122350200,6037,24521
"United States of America, 1999",130154787,123593884,5741,23442
"United States of America, 2000",134003278,128242830,5732,23611
"United States of America, 2001",135519720,129907826,5949,24658
"United States of America, 2002",137123948,131635611,6246,25399
"United States of America, 2003",138109635,132931875,6281,25196
"United States of America, 2004",139309727,134274409,6873,25555
"United States of America, 2005",140488280,135618400,6729,25900
"United States of America, 2006",141910455,137070393,6992,26300
"United States of America, 2007",142743825,137914781,7329,27267
"United States of America, 2008",143315811,139039754,7583,28447
"United States of America, 2009",144708230,140454432,7821,29079
"United States of America, 2010",146028555,141810594,8087,30275
"United States of America, 2011",147236386,143077439,8512,30996
"United States of America, 2012",148454780,144372348,8819,31777
"United States of America, 2013",149659609,145663253,9094,32049
"United States of America, 2014",150830949,146918786,9659,33110
"United States of America, 2015",151958511,148120000,10199,33990
"Uruguay, 1980",1338300,1295800,47,227
"Uruguay, 1981",1354000,1308000,42,219
"Uruguay, 1982",1363400,1316800,60,258
"Uruguay, 1983",1371800,1324700,53,270
"Uruguay, 1984",1385800,1331100,66,267
"Uruguay, 1985",1396300,1341100,51,236
"Uruguay, 1986",1406600,1351000,57,205
"Uruguay, 1987",1417300,1361600,66,192
"Uruguay, 1988",1427900,1371700,56,212
"Uruguay, 1989",1438800,1381900,68,276
"Uruguay, 1990",1459000,1375000,66,249
"Uruguay, 1993",1500243,1395985,99,319
"Uruguay, 1994",1512859,1407437,78,328
"Uruguay, 1995",1525180,1418636,103,324
"Uruguay, 1996",1537456,1429822,86,307
"Uruguay, 1997",1550177,1441485,90,366
"Uruguay, 1998",1562349,1452538,106,415
"Uruguay, 1999",1572921,1461912,84,366
"Uruguay, 2000",1581251,1468918,94,461
"Uruguay, 2001",1587443,1473581,109,390
"Uruguay, 2002",1590416,1474841,141,534
"Uruguay, 2003",1591567,1474205,123,412
"Uruguay, 2004",1592801,1473688,108,412
"Uruguay, 2005",1595461,1474717,115,383
"Uruguay, 2006",1599789,1477656,136,392
"Uruguay, 2007",1605660,1482297,135,441
"Uruguay, 2008",1612599,1488192,112,411
"Uruguay, 2009",1619759,1494547,103,408
"Uruguay, 2010",1626515,1500791,126,421
"Uruguay, 2012",1638793,1513146,123,476
"Uruguay, 2013",1644909,1519761,123,423
"Uruguay, 2014",1651079,1526566,131,460
"Uruguay, 2015",1657298,1533497,131,499
"Uzbekistan, 1981",7077200,6793500,313,836
"Uzbekistan, 1982",7250000,6971100,314,820
"Uzbekistan, 1985",7770600,7494900,424,1077
"Uzbekistan, 1986",7955000,7677500,401,1021
"Uzbekistan, 1987",8145900,7865300,420,906
"Uzbekistan, 1988",8336000,8051000,406,832
"Uzbekistan, 1989",8533000,8246000,459,1031
"Uzbekistan, 1990",8727300,8438400,451,1008
"Uzbekistan, 1991",8819700,8528100,354,1039
"Uzbekistan, 1992",9284900,8972100,348,996
"Uzbekistan, 1993",9400600,9108700,350,1005
"Uzbekistan, 1994",9702500,9442200,342,1077
"Uzbekistan, 1995",9916800,9682200,331,1154
"Uzbekistan, 1996",10041800,9812700,367,1332
"Uzbekistan, 1997",10290600,10073700,348,1206
"Uzbekistan, 1998",10531900,10329300,368,1252
"Uzbekistan, 1999",10757624,10572292,420,1375
"Uzbekistan, 2000",10977784,10811283,464,1455
"Uzbekistan, 2001",11190637,11040890,452,1462
"Uzbekistan, 2002",11383247,11249009,399,1177
"Uzbekistan, 2003",11551839,11431044,379,1037
"Uzbekistan, 2004",11705632,11595209,308,943
"Uzbekistan, 2005",11851042,11749305,300,921
"Uzbekistan, 2009",12759707,12528395,376,1023
"Uzbekistan, 2010",12940656,12711127,453,1011
"Uzbekistan, 2011",13103209,12874840,517,1123
"Uzbekistan, 2012",13304312,13077518,615,1220
"Uzbekistan, 2013",13531933,13306991,628,1322
"Uzbekistan, 2014",13767888,13545619,690,1405
"Venezuela (Bolivarian Republic of), 1979",6120000,6084000,118,471
"Venezuela (Bolivarian Republic of), 1980",6296000,6434000,137,583
"Venezuela (Bolivarian Republic of), 1981",6496300,6631300,135,534
"Venezuela (Bolivarian Republic of), 1982",6697100,6833200,153,533
"Venezuela (Bolivarian Republic of), 1983",6968600,6955600,161,624
"Venezuela (Bolivarian Republic of), 1985",7314700,7442700,152,631
"Venezuela (Bolivarian Republic of), 1986",7514700,7646400,155,658
"Venezuela (Bolivarian Republic of), 1987",7717100,7852600,138,608
"Venezuela (Bolivarian Republic of), 1988",7929000,8050000,142,701
"Venezuela (Bolivarian Republic of), 1989",8141000,8259000,172,741
"Venezuela (Bolivarian Republic of), 1990",8348800,8457300,193,789
"Venezuela (Bolivarian Republic of), 1992",8801400,8908100,145,814
"Venezuela (Bolivarian Republic of), 1993",9030200,9135500,144,821
"Venezuela (Bolivarian Republic of), 1994",9260100,9363300,199,889
"Venezuela (Bolivarian Republic of), 1996",9893586,9970085,160,849
"Venezuela (Bolivarian Republic of), 1997",10127765,10196418,189,885
"Venezuela (Bolivarian Republic of), 1998",10356145,10415495,194,948
"Venezuela (Bolivarian Republic of), 1999",10583648,10632573,218,1027
"Venezuela (Bolivarian Republic of), 2000",10813652,10851283,186,1078
"Venezuela (Bolivarian Republic of), 2001",11041914,11066130,224,1155
"Venezuela (Bolivarian Republic of), 2002",11272081,11282477,224,1075
"Venezuela (Bolivarian Republic of), 2003",11503785,11500051,217,933
"Venezuela (Bolivarian Republic of), 2004",11735353,11717121,202,836
"Venezuela (Bolivarian Republic of), 2005",11965428,11932248,190,826
"Venezuela (Bolivarian Republic of), 2006",12190785,12142070,163,782
"Venezuela (Bolivarian Republic of), 2007",12417606,12353344,166,731
"Venezuela (Bolivarian Republic of), 2008",12644721,12564785,163,707
"Venezuela (Bolivarian Republic of), 2009",12871016,12775123,147,604
"Venezuela (Bolivarian Republic of), 2010",13095528,12983238,147,628
"Venezuela (Bolivarian Republic of), 2011",13316934,13186958,120,640
"Venezuela (Bolivarian Republic of), 2012",13536826,13389402,129,602
"Venezuela (Bolivarian Republic of), 2013",13755295,13590617,117,501
"Virgin Islands (USA), 1980",45100,40700,0,3
"Virgin Islands (USA), 1997",50352,46408,0,3
"Virgin Islands (USA), 1998",51015,47045,0,5
"Virgin Islands (USA), 1999",51675,47705,0,6
"Virgin Islands (USA), 2000",52108,48146,0,5
"Virgin Islands (USA), 2001",52394,48437,0,4
"Virgin Islands (USA), 2002",52476,48572,1,1
"Virgin Islands (USA), 2003",52381,48536,1,8
"Virgin Islands (USA), 2004",52221,48409,0,5
"Virgin Islands (USA), 2005",52088,48260,0,2
"Virgin Islands (USA), 2006",51932,48035,4,10
"Virgin Islands (USA), 2007",51813,47784,3,8
"Virgin Islands (USA), 2008",51731,47537,1,5
"Virgin Islands (USA), 2009",51656,47304,0,9
"Virgin Islands (USA), 2010",51582,47076,3,5
"Virgin Islands (USA), 2011",51433,46857,2,6
"Virgin Islands (USA), 2012",51377,46692,4,6
"Virgin Islands (USA), 2015",51491,46460,0,3
"Virgin Islands (USA), 2015",0,0,0,0
